process_id,process_type,selling_wcard,selling_wcash,buyback,date,hour
12143,Nakit Satış,0.0,67.49,0.0,2015-12-27,19:08:17
12144,M.iade,0.0,0.0,19.99,2015-12-27,20:03:08
12145,Nakit Satış,0.0,29.98,0.0,2015-12-27,20:18:59
12146,Nakit Satış,0.0,14.99,0.0,2015-12-28,11:14:18
12147,Nakit Satış,0.0,14.99,0.0,2015-12-28,11:15:34
12148,M.iade,0.0,0.0,24.99,2015-12-28,11:29:05
12149,Nakit Satış,0.0,19.99,0.0,2015-12-28,11:30:01
12150,K.Kartlı Satış,104.99,blank,0.0,2015-12-28,11:53:12
12151,K.Kartlı Satış,82.49,blank,0.0,2015-12-28,12:09:11
12152,Nakit Satış,0.0,14.99,0.0,2015-12-28,12:09:42
12153,Nakit Satış,0.0,9.99,0.0,2015-12-28,12:33:56
12154,K.Kartlı Satış,39.99,blank,0.0,2015-12-28,12:49:41
12155,M.iade,0.0,0.0,59.99,2015-12-28,12:51:10
12156,M.iade,0.0,0.0,24.99,2015-12-28,12:51:16
12157,Nakit Satış,0.0,89.97,0.0,2015-12-28,12:52:31
12158,Nakit Satış,0.0,44.99,0.0,2015-12-28,12:53:07
12159,Nakit Satış,0.0,119.97,0.0,2015-12-28,13:01:43
12160,Nakit Satış,0.0,19.99,0.0,2015-12-28,13:16:33
12161,Nakit Satış,0.0,9.99,0.0,2015-12-28,13:28:24
12162,Nakit Satış,0.0,7.5,0.0,2015-12-28,13:32:00
12163,M.iade,0.0,0.0,39.99,2015-12-28,13:44:19
12164,Nakit Satış,0.0,44.99,0.0,2015-12-28,13:44:24
12165,K.Kartlı Satış,74.99,blank,0.0,2015-12-28,14:27:37
12166,Nakit Satış,0.0,49.99,0.0,2015-12-28,14:31:02
12167,Nakit Satış,0.0,9.99,0.0,2015-12-28,14:31:24
12168,Nakit Satış,0.0,39.98,0.0,2015-12-28,15:17:12
12169,K.Kartlı Satış,299.94,blank,0.0,2015-12-28,15:30:51
12170,M.iade,0.0,0.0,39.99,2015-12-28,15:33:12
12171,Nakit Satış,0.0,44.99,0.0,2015-12-28,15:33:16
12172,Nakit Satış,0.0,74.97,0.0,2015-12-28,15:57:51
12173,Nakit Satış,0.0,19.99,0.0,2015-12-28,16:57:28
12174,Nakit Satış,0.0,39.98,0.0,2015-12-28,17:23:36
12175,Nakit Satış,0.0,19.99,0.0,2015-12-28,17:40:56
12176,Nakit Satış,0.0,39.99,0.0,2015-12-28,18:10:22
12177,Nakit Satış,0.0,9.99,0.0,2015-12-28,18:37:22
12178,M.iade,0.0,0.0,29.99,2015-12-28,18:50:23
12179,Nakit Satış,0.0,29.99,0.0,2015-12-28,18:51:18
12180,M.iade,0.0,0.0,39.99,2015-12-28,18:53:31
12181,K.Kartlı Satış,164.97,blank,0.0,2015-12-28,18:55:48
12182,Nakit Satış,0.0,74.98,0.0,2015-12-28,19:03:49
12183,Nakit Satış,0.0,44.99,0.0,2015-12-28,19:35:35
12184,K.Kartlı Satış,55.0,blank,0.0,2015-12-28,20:32:09
12185,Nakit Satış,0.0,14.99,0.0,2015-12-29,10:32:40
12186,Nakit Satış,0.0,9.99,0.0,2015-12-29,10:52:50
12187,Nakit Satış,0.0,14.99,0.0,2015-12-29,11:08:48
12188,K.Kartlı Satış,19.99,blank,0.0,2015-12-29,11:09:56
12189,Nakit Satış,0.0,19.99,0.0,2015-12-29,11:54:12
12190,K.Kartlı Satış,39.99,blank,0.0,2015-12-29,12:14:08
12191,K.Kartlı Satış,9.99,blank,0.0,2015-12-29,12:21:51
12192,K.Kartlı Satış,34.99,blank,0.0,2015-12-29,12:37:13
12193,K.Kartlı Satış,44.99,blank,0.0,2015-12-29,12:44:43
12194,Nakit Satış,0.0,39.99,0.0,2015-12-29,13:08:01
12195,Nakit Satış,0.0,14.99,0.0,2015-12-29,13:29:59
12196,K.Kartlı Satış,200.0,blank,0.0,2015-12-29,14:10:33
12197,K.Kartlı Satış,116.46,blank,0.0,2015-12-29,14:19:49
12198,Nakit Satış,0.0,74.97,0.0,2015-12-29,14:32:53
12199,Nakit Satış,0.0,19.99,0.0,2015-12-29,14:36:45
12200,Nakit Satış,0.0,29.99,0.0,2015-12-29,15:39:50
12201,Nakit Satış,0.0,19.99,0.0,2015-12-29,15:53:46
12202,K.Kartlı Satış,19.99,blank,0.0,2015-12-29,16:14:26
12203,Nakit Satış,0.0,59.99,0.0,2015-12-29,16:32:36
12204,Nakit Satış,0.0,19.99,0.0,2015-12-29,17:10:52
12205,Nakit Satış,0.0,15.0,0.0,2015-12-29,17:10:57
12206,Nakit Satış,0.0,89.99,0.0,2015-12-29,17:11:57
12207,Nakit Satış,0.0,12.5,0.0,2015-12-29,17:25:14
12208,K.Kartlı Satış,69.97,blank,0.0,2015-12-29,17:38:47
12209,Nakit Satış,0.0,14.99,0.0,2015-12-29,17:45:25
12210,Nakit Satış,0.0,14.99,0.0,2015-12-29,17:52:32
12211,K.Kartlı Satış,24.99,blank,0.0,2015-12-29,18:07:44
12212,Nakit Satış,0.0,69.98,0.0,2015-12-29,18:09:20
12213,K.Kartlı Satış,49.98,blank,0.0,2015-12-29,18:44:51
12214,Nakit Satış,0.0,79.98,0.0,2015-12-29,18:52:30
12215,Nakit Satış,0.0,89.99,0.0,2015-12-29,19:03:05
12216,K.Kartlı Satış,49.99,blank,0.0,2015-12-29,20:02:19
12217,K.Kartlı Satış,59.98,blank,0.0,2015-12-29,21:53:48
12218,Nakit Satış,0.0,29.98,0.0,2015-12-29,21:55:48
12219,Nakit Satış,0.0,29.99,0.0,2015-12-30,10:05:40
12220,K.Kartlı Satış,74.99,blank,0.0,2015-12-30,10:47:02
12221,K.Kartlı Satış,54.97,blank,0.0,2015-12-30,11:36:38
12222,M.iade,0.0,0.0,44.99,2015-12-30,12:05:30
12223,Nakit Satış,0.0,59.99,0.0,2015-12-30,12:05:55
12224,Nakit Satış,0.0,34.99,0.0,2015-12-30,12:30:47
12225,Nakit Satış,0.0,24.99,0.0,2015-12-30,12:33:29
12226,K.Kartlı Satış,89.98,blank,0.0,2015-12-30,12:35:07
12227,Nakit Satış,0.0,19.99,0.0,2015-12-30,12:35:39
12228,Nakit Satış,0.0,14.99,0.0,2015-12-30,13:01:07
12229,K.Kartlı Satış,34.98,blank,0.0,2015-12-30,13:09:35
12230,Nakit Satış,0.0,14.99,0.0,2015-12-30,13:11:33
12231,Nakit Satış,0.0,29.98,0.0,2015-12-30,13:13:10
12232,Nakit Satış,0.0,9.99,0.0,2015-12-30,13:13:34
12233,Nakit Satış,0.0,9.99,0.0,2015-12-30,13:13:49
12234,Nakit Satış,0.0,44.99,0.0,2015-12-30,13:24:34
12235,Nakit Satış,0.0,24.98,0.0,2015-12-30,13:29:14
12236,Nakit Satış,0.0,19.99,0.0,2015-12-30,13:35:46
12237,Nakit Satış,0.0,9.99,0.0,2015-12-30,13:40:29
12238,Nakit Satış,0.0,14.99,0.0,2015-12-30,13:56:54
12239,Nakit Satış,0.0,29.98,0.0,2015-12-30,13:57:26
12240,Nakit Satış,0.0,14.99,0.0,2015-12-30,14:06:03
12241,Nakit Satış,0.0,19.98,0.0,2015-12-30,14:09:40
12242,K.Kartlı Satış,99.98,blank,0.0,2015-12-30,14:13:36
12243,M.iade,0.0,0.0,39.99,2015-12-30,14:15:16
12244,Nakit Satış,0.0,39.99,0.0,2015-12-30,14:15:24
12245,Nakit Satış,0.0,19.99,0.0,2015-12-30,14:21:13
12246,Nakit Satış,0.0,29.99,0.0,2015-12-30,14:29:43
12247,Nakit Satış,0.0,14.99,0.0,2015-12-30,14:52:44
12248,Nakit Satış,0.0,39.98,0.0,2015-12-30,14:56:54
12249,Nakit Satış,0.0,9.99,0.0,2015-12-30,15:03:44
12250,M.iade,0.0,0.0,39.99,2015-12-30,15:10:39
12251,K.Kartlı Satış,34.99,blank,0.0,2015-12-30,15:21:09
12252,Nakit Satış,0.0,55.0,0.0,2015-12-30,15:25:42
12253,Nakit Satış,0.0,9.99,0.0,2015-12-30,15:36:22
12254,K.Kartlı Satış,100.0,blank,0.0,2015-12-30,15:41:56
12255,Nakit Satış,0.0,19.99,0.0,2015-12-30,15:45:41
12256,Nakit Satış,0.0,19.99,0.0,2015-12-30,15:50:52
12257,Nakit Satış,0.0,29.97,0.0,2015-12-30,15:56:08
12258,Nakit Satış,0.0,14.99,0.0,2015-12-30,15:57:20
12259,Nakit Satış,0.0,9.99,0.0,2015-12-30,16:23:36
12260,Nakit Satış,0.0,64.99,0.0,2015-12-30,16:27:56
12261,Nakit Satış,0.0,34.98,0.0,2015-12-30,16:34:52
12262,Nakit Satış,0.0,114.96,0.0,2015-12-30,16:41:33
12263,Nakit Satış,0.0,19.99,0.0,2015-12-30,16:42:08
12264,Nakit Satış,0.0,14.99,0.0,2015-12-30,16:50:30
12265,K.Kartlı Satış,87.49,blank,0.0,2015-12-30,16:52:58
12266,K.Kartlı Satış,74.98,blank,0.0,2015-12-30,16:56:00
12267,Nakit Satış,0.0,9.99,0.0,2015-12-30,16:58:15
12268,K.Kartlı Satış,19.99,blank,0.0,2015-12-30,17:14:14
12269,K.Kartlı Satış,14.99,blank,0.0,2015-12-30,17:47:26
12270,Nakit Satış,0.0,19.99,0.0,2015-12-30,17:55:44
12271,Nakit Satış,0.0,9.99,0.0,2015-12-30,17:59:21
12272,M.iade,0.0,0.0,29.99,2015-12-30,17:59:30
12273,Nakit Satış,0.0,44.98,0.0,2015-12-30,18:01:57
12274,Nakit Satış,0.0,34.98,0.0,2015-12-30,18:03:51
12275,M.iade,0.0,0.0,14.99,2015-12-30,18:04:05
12276,Nakit Satış,0.0,14.99,0.0,2015-12-30,18:04:09
12277,Nakit Satış,0.0,14.99,0.0,2015-12-30,18:33:50
12278,K.Kartlı Satış,19.98,blank,0.0,2015-12-30,19:03:46
12279,K.Kartlı Satış,34.98,blank,0.0,2015-12-30,19:05:47
12280,Nakit Satış,0.0,89.98,0.0,2015-12-30,19:22:19
12281,Nakit Satış,0.0,24.98,0.0,2015-12-30,19:34:27
12282,Nakit Satış,0.0,14.99,0.0,2015-12-30,19:48:25
12283,Nakit Satış,0.0,19.99,0.0,2015-12-30,19:50:00
12284,Nakit Satış,0.0,104.98,0.0,2015-12-30,19:54:31
12285,K.Kartlı Satış,39.99,blank,0.0,2015-12-30,20:11:12
12286,Nakit Satış,0.0,70.0,0.0,2015-12-31,10:18:34
12287,Nakit Satış,0.0,39.98,0.0,2015-12-31,10:50:58
12288,M.iade,0.0,0.0,9.99,2015-12-31,10:51:04
12289,Nakit Satış,0.0,14.99,0.0,2015-12-31,10:52:02
12290,Nakit Satış,0.0,19.99,0.0,2015-12-31,10:56:22
12291,Nakit Satış,0.0,14.99,0.0,2015-12-31,10:58:29
12292,Nakit Satış,0.0,14.99,0.0,2015-12-31,11:05:05
12293,Nakit Satış,0.0,9.99,0.0,2015-12-31,11:08:31
12294,Nakit Satış,0.0,29.98,0.0,2015-12-31,11:40:11
12295,Nakit Satış,0.0,39.99,0.0,2015-12-31,11:48:07
12296,Nakit Satış,0.0,14.99,0.0,2015-12-31,11:52:45
12297,Nakit Satış,0.0,9.99,0.0,2015-12-31,12:02:48
12298,M.iade,0.0,0.0,59.99,2015-12-31,12:03:07
12299,Nakit Satış,0.0,79.99,0.0,2015-12-31,12:03:12
12300,Nakit Satış,0.0,9.99,0.0,2015-12-31,12:05:32
12301,Nakit Satış,0.0,74.96,0.0,2015-12-31,12:24:53
12302,K.Kartlı Satış,49.99,blank,0.0,2015-12-31,12:40:07
12303,Nakit Satış,0.0,34.98,0.0,2015-12-31,12:41:35
12304,Nakit Satış,0.0,9.99,0.0,2015-12-31,12:42:52
12305,Nakit Satış,0.0,19.99,0.0,2015-12-31,12:49:29
12306,Nakit Satış,0.0,14.99,0.0,2015-12-31,12:55:36
12307,Nakit Satış,0.0,14.99,0.0,2015-12-31,12:58:55
12308,K.Kartlı Satış,49.99,blank,0.0,2015-12-31,13:06:35
12309,Nakit Satış,0.0,19.99,0.0,2015-12-31,13:07:08
12310,Nakit Satış,0.0,29.97,0.0,2015-12-31,13:09:15
12311,Nakit Satış,0.0,50.0,0.0,2015-12-31,13:11:45
12312,Nakit Satış,0.0,19.99,0.0,2015-12-31,13:24:17
12313,K.Kartlı Satış,24.98,blank,0.0,2015-12-31,13:33:38
12314,Nakit Satış,0.0,29.99,0.0,2015-12-31,13:33:59
12315,K.Kartlı Satış,15.0,blank,0.0,2015-12-31,13:45:18
12316,Nakit Satış,0.0,9.99,0.0,2015-12-31,14:30:30
12317,K.Kartlı Satış,39.99,blank,0.0,2015-12-31,14:40:25
12318,K.Kartlı Satış,9.99,blank,0.0,2015-12-31,14:48:52
12319,Nakit Satış,0.0,74.97,0.0,2015-12-31,14:53:37
12320,Nakit Satış,0.0,50.0,0.0,2015-12-31,14:55:20
12321,K.Kartlı Satış,69.98,blank,0.0,2015-12-31,15:12:14
12322,Nakit Satış,0.0,7.99,0.0,2015-12-31,15:12:57
12323,K.Kartlı Satış,89.97,blank,0.0,2015-12-31,15:40:16
12324,Nakit Satış,0.0,19.99,0.0,2015-12-31,15:50:51
12325,M.iade,0.0,0.0,14.99,2015-12-31,15:51:46
12326,Nakit Satış,0.0,19.99,0.0,2015-12-31,15:51:57
12327,K.Kartlı Satış,14.99,blank,0.0,2015-12-31,15:57:51
12328,K.Kartlı Satış,104.96,blank,0.0,2015-12-31,16:01:37
12329,M.iade,0.0,0.0,19.99,2015-12-31,16:02:14
12330,Nakit Satış,0.0,19.99,0.0,2015-12-31,16:02:19
12331,Nakit Satış,0.0,19.99,0.0,2015-12-31,16:03:02
12332,Nakit Satış,0.0,19.99,0.0,2015-12-31,16:07:37
12333,Nakit Satış,0.0,14.99,0.0,2015-12-31,16:15:24
12334,Nakit Satış,0.0,9.99,0.0,2015-12-31,16:16:07
12335,Nakit Satış,0.0,29.99,0.0,2015-12-31,16:20:46
12336,K.Kartlı Satış,14.99,blank,0.0,2015-12-31,16:24:01
12337,Nakit Satış,0.0,49.99,0.0,2015-12-31,16:33:07
12338,Nakit Satış,0.0,44.99,0.0,2015-12-31,16:42:46
12339,Nakit Satış,0.0,14.99,0.0,2015-12-31,16:44:04
12340,K.Kartlı Satış,34.99,blank,0.0,2015-12-31,16:50:13
12341,Nakit Satış,0.0,9.99,0.0,2015-12-31,17:01:06
12342,K.Kartlı Satış,39.99,blank,0.0,2015-12-31,17:06:54
12343,Nakit Satış,0.0,14.99,0.0,2015-12-31,17:11:11
12344,Nakit Satış,0.0,14.99,0.0,2015-12-31,17:11:56
12345,Nakit Satış,0.0,19.99,0.0,2015-12-31,17:13:27
12346,Nakit Satış,0.0,24.99,0.0,2015-12-31,17:45:57
12347,Nakit Satış,0.0,39.98,0.0,2015-12-31,17:49:26
12348,Nakit Satış,0.0,30.99,0.0,2015-12-31,17:55:57
12349,K.Kartlı Satış,34.99,blank,0.0,2015-12-31,18:00:52
12350,Nakit Satış,0.0,64.98,0.0,2015-12-31,18:14:26
12351,Nakit Satış,0.0,19.99,0.0,2015-12-31,18:28:41
12352,K.Kartlı Satış,44.99,blank,0.0,2015-12-31,19:06:06
12353,Nakit Satış,0.0,99.97,0.0,2015-12-31,19:09:21
12354,K.Kartlı Satış,19.99,blank,0.0,2015-12-31,19:49:49
12355,Nakit Satış,0.0,14.99,0.0,2015-12-31,19:52:55
12356,Nakit Satış,0.0,9.99,0.0,2016-01-01,12:59:58
12357,M.iade,0.0,0.0,19.99,2016-01-01,14:32:37
12358,Nakit Satış,0.0,29.98,0.0,2016-01-01,14:50:51
12359,Nakit Satış,0.0,74.99,0.0,2016-01-01,14:58:12
12360,K.Kartlı Satış,94.99,blank,0.0,2016-01-01,15:02:33
12361,Nakit Satış,0.0,24.99,0.0,2016-01-01,15:12:40
12362,Nakit Satış,0.0,14.99,0.0,2016-01-01,15:25:59
12363,Nakit Satış,0.0,9.99,0.0,2016-01-01,15:38:45
12364,Nakit Satış,0.0,14.99,0.0,2016-01-01,15:48:42
12365,Nakit Satış,0.0,49.99,0.0,2016-01-01,15:56:54
12366,Nakit Satış,0.0,19.98,0.0,2016-01-01,15:59:02
12367,K.Kartlı Satış,34.99,blank,0.0,2016-01-01,16:00:24
12368,Nakit Satış,0.0,14.99,0.0,2016-01-01,16:11:17
12369,K.Kartlı Satış,340.0,blank,0.0,2016-01-01,16:14:24
12370,Nakit Satış,0.0,14.99,0.0,2016-01-01,16:20:41
12371,Nakit Satış,0.0,14.99,0.0,2016-01-01,16:21:18
12372,Nakit Satış,0.0,32.49,0.0,2016-01-01,16:24:04
12373,K.Kartlı Satış,29.99,blank,0.0,2016-01-01,16:55:59
12374,Nakit Satış,0.0,5.0,0.0,2016-01-01,16:56:11
12375,Nakit Satış,0.0,14.99,0.0,2016-01-01,16:57:04
12376,K.Kartlı Satış,29.98,blank,0.0,2016-01-01,16:58:48
12377,Nakit Satış,0.0,9.99,0.0,2016-01-01,16:59:11
12378,Nakit Satış,0.0,19.98,0.0,2016-01-01,17:00:47
12379,Nakit Satış,0.0,34.98,0.0,2016-01-01,17:06:34
12380,Nakit Satış,0.0,15.0,0.0,2016-01-01,17:10:19
12381,Nakit Satış,0.0,9.99,0.0,2016-01-01,17:10:45
12382,Nakit Satış,0.0,9.99,0.0,2016-01-01,17:18:20
12383,Nakit Satış,0.0,30.0,0.0,2016-01-01,17:22:44
12384,Nakit Satış,0.0,14.99,0.0,2016-01-01,17:47:36
12385,K.Kartlı Satış,19.99,blank,0.0,2016-01-01,18:04:20
12386,Nakit Satış,0.0,19.99,0.0,2016-01-01,18:49:27
12387,Nakit Satış,0.0,9.99,0.0,2016-01-01,18:50:03
12388,K.Kartlı Satış,169.99,blank,0.0,2016-01-01,19:01:30
12389,Nakit Satış,0.0,24.99,0.0,2016-01-01,19:02:05
12390,K.Kartlı Satış,80.0,blank,0.0,2016-01-01,19:34:25
12391,Nakit Satış,0.0,14.99,0.0,2016-01-01,19:43:01
12392,Nakit Satış,0.0,34.98,0.0,2016-01-02,10:02:53
12393,Nakit Satış,0.0,9.99,0.0,2016-01-02,10:08:36
12394,Nakit Satış,0.0,59.98,0.0,2016-01-02,11:07:51
12395,K.Kartlı Satış,19.99,blank,0.0,2016-01-02,12:16:13
12396,Nakit Satış,0.0,39.99,0.0,2016-01-02,13:07:00
12397,Nakit Satış,0.0,44.99,0.0,2016-01-02,13:10:07
12398,Nakit Satış,0.0,9.99,0.0,2016-01-02,13:13:44
12399,Nakit Satış,0.0,19.99,0.0,2016-01-02,13:17:48
12400,Nakit Satış,0.0,19.98,0.0,2016-01-02,13:56:46
12401,K.Kartlı Satış,24.99,blank,0.0,2016-01-02,13:59:19
12402,Nakit Satış,0.0,75.0,0.0,2016-01-02,14:17:42
12403,Nakit Satış,0.0,9.99,0.0,2016-01-02,14:18:26
12404,M.iade,0.0,0.0,15.0,2016-01-02,14:28:18
12405,Nakit Satış,0.0,14.99,0.0,2016-01-02,14:28:22
12406,Nakit Satış,0.0,14.99,0.0,2016-01-02,14:35:37
12407,Nakit Satış,0.0,45.0,0.0,2016-01-02,14:51:15
12408,Nakit Satış,0.0,34.99,0.0,2016-01-02,15:03:30
12409,K.Kartlı Satış,129.98,blank,0.0,2016-01-02,15:15:01
12410,K.Kartlı Satış,69.98,70.0,0.0,2016-01-02,15:22:46
12411,Nakit Satış,0.0,50.0,0.0,2016-01-02,15:31:02
12412,Nakit Satış,0.0,34.99,0.0,2016-01-02,15:38:38
12413,Nakit Satış,0.0,14.99,0.0,2016-01-02,15:41:52
12414,Nakit Satış,0.0,9.99,0.0,2016-01-02,15:57:22
12415,Nakit Satış,0.0,15.0,0.0,2016-01-02,16:18:04
12416,Nakit Satış,0.0,14.99,0.0,2016-01-02,16:24:59
12417,Nakit Satış,0.0,19.99,0.0,2016-01-02,16:25:55
12418,Nakit Satış,0.0,49.99,0.0,2016-01-02,16:32:32
12419,Nakit Satış,0.0,19.99,0.0,2016-01-02,16:33:06
12420,Nakit Satış,0.0,125.0,0.0,2016-01-02,16:38:06
12421,Nakit Satış,0.0,19.98,0.0,2016-01-02,16:40:44
12422,M.iade,0.0,0.0,19.99,2016-01-02,16:47:50
12423,K.Kartlı Satış,24.99,blank,0.0,2016-01-02,16:48:01
12424,K.Kartlı Satış,114.96,blank,0.0,2016-01-02,16:48:12
12425,Nakit Satış,0.0,49.99,0.0,2016-01-02,16:56:03
12426,Nakit Satış,0.0,19.99,0.0,2016-01-02,17:01:13
12427,Nakit Satış,0.0,14.99,0.0,2016-01-02,17:20:45
12428,Nakit Satış,0.0,14.99,0.0,2016-01-02,17:35:52
12429,K.Kartlı Satış,84.97,blank,0.0,2016-01-02,17:48:03
12430,Nakit Satış,0.0,39.99,0.0,2016-01-02,18:11:34
12431,K.Kartlı Satış,109.98,blank,0.0,2016-01-02,18:23:16
12432,Nakit Satış,0.0,39.99,0.0,2016-01-02,19:04:22
12433,Nakit Satış,0.0,9.99,0.0,2016-01-02,19:16:04
12434,Nakit Satış,0.0,19.99,0.0,2016-01-02,19:16:46
12435,Nakit Satış,0.0,12.5,0.0,2016-01-02,19:19:58
12436,Nakit Satış,0.0,39.0,0.0,2016-01-02,19:31:27
12437,K.Kartlı Satış,69.98,blank,0.0,2016-01-02,19:35:54
12438,Nakit Satış,0.0,39.99,0.0,2016-01-03,12:32:59
12439,Nakit Satış,0.0,29.98,0.0,2016-01-03,13:03:52
12440,Nakit Satış,0.0,19.99,0.0,2016-01-03,13:08:41
12441,Nakit Satış,0.0,19.98,0.0,2016-01-03,13:15:29
12442,Nakit Satış,0.0,32.49,0.0,2016-01-03,13:28:51
12443,Nakit Satış,0.0,19.99,0.0,2016-01-03,14:29:45
12444,Nakit Satış,0.0,19.99,0.0,2016-01-03,14:46:38
12445,M.iade,0.0,0.0,19.99,2016-01-03,15:07:37
12446,M.iade,0.0,0.0,39.99,2016-01-03,15:07:41
12447,Nakit Satış,0.0,57.98,0.0,2016-01-03,15:09:52
12448,Nakit Satış,0.0,4.99,0.0,2016-01-03,15:46:45
12449,Nakit Satış,0.0,14.99,0.0,2016-01-03,15:47:14
12450,Nakit Satış,0.0,9.99,0.0,2016-01-03,15:47:56
12451,K.Kartlı Satış,119.99,blank,0.0,2016-01-03,16:03:30
12452,Nakit Satış,0.0,14.99,0.0,2016-01-03,16:04:56
12453,Nakit Satış,0.0,19.99,0.0,2016-01-03,16:26:47
12454,Nakit Satış,0.0,114.96,0.0,2016-01-03,16:53:15
12455,Nakit Satış,0.0,14.99,0.0,2016-01-03,16:55:55
12456,Nakit Satış,0.0,34.98,0.0,2016-01-03,17:06:04
12457,K.Kartlı Satış,97.48,blank,0.0,2016-01-03,17:33:31
12458,Nakit Satış,0.0,9.99,0.0,2016-01-03,18:03:45
12459,Nakit Satış,0.0,34.98,0.0,2016-01-03,18:12:01
12460,Nakit Satış,0.0,14.99,0.0,2016-01-03,19:36:37
12461,K.Kartlı Satış,14.99,blank,0.0,2016-01-04,11:53:20
12462,Nakit Satış,0.0,59.98,0.0,2016-01-04,12:37:57
12463,K.Kartlı Satış,14.99,blank,0.0,2016-01-04,13:15:15
12464,Nakit Satış,0.0,14.99,0.0,2016-01-04,13:16:15
12465,Nakit Satış,0.0,9.99,0.0,2016-01-04,13:48:07
12466,Nakit Satış,0.0,9.99,0.0,2016-01-04,14:07:58
12467,Nakit Satış,0.0,9.99,0.0,2016-01-04,14:28:41
12468,K.Kartlı Satış,174.99,blank,0.0,2016-01-04,14:31:56
12469,Nakit Satış,0.0,10.0,0.0,2016-01-04,14:32:56
12470,Nakit Satış,0.0,49.98,0.0,2016-01-04,14:39:44
12471,Nakit Satış,0.0,14.99,0.0,2016-01-04,14:40:22
12472,Nakit Satış,0.0,89.99,0.0,2016-01-04,14:42:02
12473,Nakit Satış,0.0,19.99,0.0,2016-01-04,14:53:03
12474,Nakit Satış,0.0,19.99,0.0,2016-01-04,15:02:12
12475,K.Kartlı Satış,54.98,blank,0.0,2016-01-04,15:07:59
12476,Nakit Satış,0.0,14.99,0.0,2016-01-04,15:35:35
12477,Nakit Satış,0.0,29.99,0.0,2016-01-04,15:45:50
12478,Nakit Satış,0.0,39.98,0.0,2016-01-04,15:53:41
12479,Nakit Satış,0.0,19.99,0.0,2016-01-04,15:58:26
12480,Nakit Satış,0.0,34.98,0.0,2016-01-04,16:07:19
12481,Nakit Satış,0.0,39.99,0.0,2016-01-04,16:27:02
12482,M.iade,0.0,0.0,14.99,2016-01-04,16:37:07
12483,Nakit Satış,0.0,29.99,0.0,2016-01-04,16:37:20
12484,Nakit Satış,0.0,129.99,0.0,2016-01-04,16:38:32
12485,Nakit Satış,0.0,14.99,0.0,2016-01-04,17:42:56
12486,Nakit Satış,0.0,27.5,0.0,2016-01-04,17:46:39
12487,Nakit Satış,0.0,70.0,0.0,2016-01-04,18:01:55
12488,M.iade,0.0,0.0,110.0,2016-01-04,18:28:25
12489,Nakit Satış,0.0,110.0,0.0,2016-01-04,18:28:58
12490,Nakit Satış,0.0,19.99,0.0,2016-01-04,18:48:00
12491,Nakit Satış,0.0,12.5,0.0,2016-01-04,18:50:25
12492,K.Kartlı Satış,19.99,blank,0.0,2016-01-04,19:03:24
12493,K.Kartlı Satış,54.98,blank,0.0,2016-01-04,19:20:56
12494,K.Kartlı Satış,39.99,blank,0.0,2016-01-04,20:00:54
12495,Nakit Satış,0.0,64.98,0.0,2016-01-05,10:39:23
12496,K.Kartlı Satış,104.97,blank,0.0,2016-01-05,11:26:17
12497,K.Kartlı Satış,109.98,blank,0.0,2016-01-05,12:10:05
12498,Nakit Satış,0.0,14.99,0.0,2016-01-05,12:11:55
12499,Nakit Satış,0.0,15.98,0.0,2016-01-05,12:13:10
12500,Nakit Satış,0.0,19.99,0.0,2016-01-05,12:46:46
12501,Nakit Satış,0.0,9.99,0.0,2016-01-05,13:29:06
12502,K.Kartlı Satış,64.98,blank,0.0,2016-01-05,13:53:13
12503,Nakit Satış,0.0,14.99,0.0,2016-01-05,14:06:41
12504,Nakit Satış,0.0,14.99,0.0,2016-01-05,14:08:05
12505,Nakit Satış,0.0,89.99,0.0,2016-01-05,14:11:44
12506,K.Kartlı Satış,54.99,blank,0.0,2016-01-05,14:33:38
12507,K.Kartlı Satış,44.99,blank,0.0,2016-01-05,14:33:46
12508,Nakit Satış,0.0,14.99,0.0,2016-01-05,15:05:39
12509,Nakit Satış,0.0,169.94,0.0,2016-01-05,15:37:10
12510,K.Kartlı Satış,34.88,30.0,0.0,2016-01-05,15:38:18
12511,Nakit Satış,0.0,14.99,0.0,2016-01-05,16:05:48
12512,M.iade,0.0,0.0,29.99,2016-01-05,16:25:09
12513,Nakit Satış,0.0,39.99,0.0,2016-01-05,16:26:54
12514,Nakit Satış,0.0,34.99,0.0,2016-01-05,17:02:19
12515,Nakit Satış,0.0,14.99,0.0,2016-01-05,17:20:07
12516,Nakit Satış,0.0,14.99,0.0,2016-01-05,17:35:45
12517,Nakit Satış,0.0,24.99,0.0,2016-01-05,17:45:20
12518,Nakit Satış,0.0,9.99,0.0,2016-01-05,18:22:54
12519,Nakit Satış,0.0,59.98,0.0,2016-01-05,18:34:40
12520,M.iade,0.0,0.0,14.99,2016-01-05,18:46:11
12521,Nakit Satış,0.0,19.99,0.0,2016-01-05,18:46:41
12522,K.Kartlı Satış,64.96,blank,0.0,2016-01-05,18:51:25
12523,Nakit Satış,0.0,9.99,0.0,2016-01-05,19:06:28
12524,Nakit Satış,0.0,155.0,0.0,2016-01-05,19:30:09
12525,Nakit Satış,0.0,14.99,0.0,2016-01-05,19:37:17
12526,Nakit Satış,0.0,19.99,0.0,2016-01-05,19:45:03
12527,Nakit Satış,0.0,19.99,0.0,2016-01-05,19:45:49
