product_id,barcode,product_name,type,purchase_price,selling_price,price_without_taxes,selling_wcard,date,hour
1256,10001288,YARIM DğM KISA ELBıSE,Elbise,16.0,29.99,16.0,34.99,2015-07-08,00:25:59
1258,10001290,DERı ASKILI UZUN ELBıSE,Elbise,18.0,34.99,18.0,39.99,2015-07-08,00:30:04
1259,10001291,4885 şALVAR PANTALON,Pantolon,13.0,24.99,13.0,27.5,2015-07-08,00:31:55
5186,10005391,022 Yüksek Bel Jean,Kot Pantolon,35.0,74.95,35.0,79.95,2018-03-20,19:27:29
1262,10001294,D72264 BLUZ,Bluz,17.0,34.99,17.0,39.99,2015-07-08,00:37:02
1263,10001295,D72476 BLUZ,Bluz,20.0,39.99,20.0,44.99,2015-07-08,00:38:02
1264,10001296,D72482 BLUZ,Bluz,23.0,44.99,23.0,49.99,2015-07-08,00:38:55
1265,10001297,D72514 BLUZ,Bluz,25.0,49.99,25.0,54.99,2015-07-08,00:40:41
1266,10001298,şALVAR PANTALON YELLOW BEETLE,Pantolon,16.0,29.99,16.0,34.99,2015-07-08,00:51:00
1267,10001299,ELBıSE YELLOW BEETLE,Elbise,16.0,29.99,16.0,34.99,2015-07-08,00:52:04
1268,10001300,9102 ıSPANYOL PAÇA,Pantolon,16.0,29.99,16.0,34.99,2015-07-08,01:04:19
1270,10001302,6303 - A KUMAş PANTALON,KUMAş PANTOLON,36.0,39.99,36.0,74.99,2015-07-08,01:20:47
5185,10005390,11025 T-shırt,TışÖRT,12.0,24.95,12.0,27.95,2018-03-20,19:25:04
1272,10001304,6226- A KUMAş PANTALON,KUMAş PANTOLON,36.0,69.99,36.0,74.99,2015-07-08,01:23:44
1273,10001305,15403 DESENLı ETEK,Etek,13.0,24.99,13.0,29.99,2015-07-08,01:31:28
1332,10001367,15BY OMUZ FıYONK BLUZ,Bluz,17.0,34.99,17.0,39.99,2015-07-29,20:40:36
1275,10001308,15056 BLUZ,Bluz,18.0,39.99,18.0,44.99,2015-07-08,01:42:35
1276,10001309,TAşLI KOT PANTALON,Kot,35.0,69.99,35.0,74.99,2015-07-08,01:44:32
5197,10005403,2823 Kolları Taslı Tiş.,TışÖRT,18.0,34.95,18.0,39.95,2018-03-27,11:38:34
1278,10001311,ÇıÇEKLı ELBıSE GTS,Elbise,18.0,34.99,18.0,39.99,2015-07-08,01:47:20
1279,10001312,11061 ÖNÜ DESNLı BLUZ,Bluz,18.0,34.99,18.0,39.99,2015-07-08,01:57:47
1280,10001313,11062 ıP ASKILI ETNıK DESEN,Bluz,14.0,29.99,14.0,34.99,2015-07-08,01:58:58
1281,10001314,11062 DESENLı BLUZ ,Bluz,14.0,29.99,14.0,34.99,2015-07-08,01:59:56
1282,10001315,11079 DESENLı ıP ASKILI,Bluz,15.0,29.99,15.0,34.99,2015-07-08,02:01:59
1283,10001316,0090 TULUM şORT,Tulum,22.0,44.99,22.0,49.99,2015-07-08,02:03:39
5198,10005404,2718 Cep Taşlı Tiş.,TışÖRT,16.0,29.95,16.0,34.95,2018-03-27,11:39:12
1286,10001319,3536 Bluz,Bluz,18.0,34.99,18.0,39.99,2015-07-09,22:26:20
1287,10001320,3469 Bluz,Bluz,20.0,39.99,20.0,44.99,2015-07-09,22:27:37
1309,10001343,808 Kot,Kot Pantolon,30.0,64.99,30.0,69.99,2015-07-13,12:57:23
1288,10001321,3522 Bluz,Bluz,20.0,39.99,20.0,44.99,2015-07-09,22:28:52
1290,10001323,3546 Bluz,Bluz,20.0,39.99,20.0,44.99,2015-07-09,22:31:16
1291,10001324,3511 Bluz,Bluz,18.0,34.99,18.0,39.99,2015-07-09,22:32:30
1334,10001369,9131 KRINKIL UZUN ETEK,Etek,20.0,39.99,20.0,44.99,2015-07-29,20:43:36
1292,10001325,3525 Bluz,Bluz,23.0,44.99,23.0,49.99,2015-07-09,22:35:31
1293,10001326,3504 Bluz,Bluz,18.0,34.99,18.0,39.99,2015-07-09,22:36:45
1296,10001329,15y12016 Tulum,Tulum,28.0,54.99,28.0,59.99,2015-07-11,21:56:41
1297,10001330,15y20187 Bluz,Bluz,23.0,49.99,23.0,54.99,2015-07-11,21:57:27
1298,10001331,15y20231 Bluz,Bluz,18.0,34.99,18.0,39.99,2015-07-11,21:58:45
1299,10001332,15Y20237 BLUZ,Bluz,18.0,34.99,18.0,39.99,2015-07-11,21:59:52
1300,10001333,15Y30077 ELBıSE,Elbise,25.0,49.99,25.0,54.99,2015-07-11,22:02:25
1301,10001334,15Y30082 ELBıSE,Elbise,25.0,49.99,25.0,54.99,2015-07-11,22:03:48
5184,10005389,Taşlamalı Kot ,Kot Pantolon,30.0,59.95,30.0,64.95,2018-03-20,19:12:53
1393,10001430,1031 ATLET,Atlet,14.0,29.99,14.0,32.49,2015-08-22,08:28:08
1304,10001338,15Y40063 ETEK,Etek,20.0,39.99,20.0,44.99,2015-07-11,22:10:49
1305,10001339,15Y40078 ETEK,Etek,20.0,39.99,20.0,44.99,2015-07-11,22:12:08
1306,10001340,15Y50068 CEKET,Ceket,30.0,64.99,30.0,69.99,2015-07-11,22:13:24
5199,10005405,2868 Ayakkabılı Tiş.,TışÖRT,15.0,29.95,15.0,34.95,2018-03-27,11:39:46
1308,10001342,15Y70063 PANTALON,KUMAş PANTOLON,23.0,44.99,23.0,49.99,2015-07-11,22:15:58
1310,10001344,1023 KOT,Kot,30.0,64.99,30.0,69.99,2015-07-13,12:58:02
1312,10001346,9480 Güpürrobalı Elbise,Elbise,34.0,35.0,34.0,39.99,2015-07-14,10:19:13
1313,10001347,5904 Omuz Askılı Bluz,Bluz,24.0,44.99,24.0,49.99,2015-07-14,10:20:45
1315,10001349,5909 Nervürlü Bluz,Bluz,28.0,54.99,28.0,59.99,2015-07-14,10:22:28
1316,10001350,4790 Sırtgüpürlü Penye,TışÖRT,15.0,29.99,15.0,34.99,2015-07-14,10:23:23
1317,10001352,8525 Parcalı Scuba Etek,Etek,12.0,24.99,12.0,29.99,2015-07-14,10:24:21
1319,10001354,9496 Önu Dugmeli Kot Elbise,Elbise,32.0,64.99,32.0,69.99,2015-07-14,10:27:24
1320,10001355,7678 Bagcıklı Pantolon ,KUMAş PANTOLON,28.0,54.99,28.0,59.99,2015-07-14,10:28:20
1323,10001358,9497 Boyundan Baglamalı Klos Kot El,Elbise,32.0,34.99,32.0,39.99,2015-07-14,10:32:50
1325,10001360,5899 Etnik Desenli Bluz,Bluz,22.0,39.99,22.0,44.99,2015-07-14,10:34:32
1326,10001361,5916 Sırt Bagcıklı Bluz,Bluz,22.0,39.99,22.0,44.99,2015-07-14,10:35:32
1327,10001362,9483 Dantl Garnılı Elbise,Elbise,28.0,54.99,28.0,59.99,2015-07-14,10:37:05
1328,10001363,5939 Kol Güpürlü Garnılı Yarasa Bluz,Bluz,26.0,49.99,26.0,54.99,2015-07-14,10:38:10
1329,10001364,5855 bluz,Bluz,18.0,34.99,18.0,39.99,2015-07-14,10:38:56
1336,10001371,OMUZ ACIK ELBıSE,Elbise,13.5,24.99,13.5,27.99,2015-07-29,20:46:59
1337,10001372,SACAKLI V YAKA BLUZ,Bluz,12.0,24.99,12.0,27.99,2015-07-29,20:48:14
1338,10001373,IKI KAT ELBıSE,Elbise,13.5,27.5,13.5,29.99,2015-07-29,20:48:51
1339,10001374,5403 FLORITA CICEK BAS.PANT.,Pantolon,17.5,34.99,17.5,39.99,2015-07-29,20:51:09
1340,10001375,5168 VISKON HAM KUMAS PANT.,Pantolon,23.0,42.5,23.0,47.99,2015-07-29,20:52:02
1342,10001377,2325 Taslı Gömlek,Gömlek,22.0,44.99,22.0,49.99,2015-07-29,20:58:10
1343,10001378,2274 Salas Bluz,Bluz,12.0,24.99,12.0,27.99,2015-07-29,20:58:44
1344,10001379,2161 Taslı Bluz,Bluz,10.0,24.99,10.0,27.99,2015-07-29,20:59:27
1345,10001380,2330 Etnık Bluz,Bluz,15.0,29.99,15.0,34.99,2015-07-29,21:01:15
1346,10001381,2340  Pullu Bluz,Bluz,18.0,29.99,18.0,33.99,2015-07-29,21:03:31
1347,10001382,2261 Baglamalı Gömlek,Gömlek,15.0,29.99,15.0,34.99,2015-07-29,21:04:33
1348,10001383,4920 Tişşört Kolyeli,TışÖRT,13.0,24.99,13.0,27.99,2015-07-29,21:09:34
1349,10001384,4937 Askılı Bluz,Bluz,13.0,24.99,13.0,27.99,2015-07-29,21:10:28
1350,10001385,4942 Etnik Desen Elbise,Elbise,20.0,39.99,20.0,44.99,2015-07-29,21:11:22
1351,10001386,4877 Dantel Elbise,Elbise,24.0,49.99,24.0,54.99,2015-07-29,21:12:04
1352,10001387,4971 Onu Dantel Elbise,Elbise,22.0,44.99,22.0,49.99,2015-07-29,21:12:43
1354,10001389,4882 Baglamalı Elbise,Elbise,27.0,29.99,27.0,32.99,2015-07-29,21:14:09
1355,10001390,4805 V Yaka Elbise,Elbise,24.0,49.99,24.0,54.99,2015-07-29,21:15:03
1360,10001395,1493 Süet Yelek,Yelek,15.0,29.99,15.0,34.99,2015-08-07,19:05:01
1361,10001396,5814 Ela Elbise Uzun,Elbise,13.0,29.99,13.0,34.99,2015-08-07,19:08:53
1362,10001397,2100 Elbise Desenli,Elbise,12.0,29.99,12.0,34.99,2015-08-07,19:09:34
1363,10001398,5809 Elbise ,Elbise,12.0,29.99,12.0,34.99,2015-08-07,19:10:24
1364,10001399,Bolpaca Pantolonq,Pantolon,13.0,29.99,13.0,34.99,2015-08-07,19:11:47
1365,10001400,Kemerli Elbise ,Elbise,23.0,44.99,23.0,49.99,2015-08-07,19:12:43
1366,10001401,Kemerli Etek,Etek,16.0,34.99,16.0,39.99,2015-08-07,19:13:14
1367,10001402,Nakıslı Bluz,Bluz,12.0,24.99,12.0,27.99,2015-08-07,19:14:13
1727,10001771,Zıcırlı Bluz,Bluz,15.0,35.0,15.0,40.0,2015-10-09,20:32:27
1370,10001405,Etnik Ceket,Ceket,10.0,24.99,10.0,29.99,2015-08-07,19:15:56
1372,10001407,Biyeli Bluz,Bluz,12.0,24.99,12.0,29.99,2015-08-07,19:20:52
1373,10001408,Etnık Etek,Etek,12.5,24.99,12.5,29.99,2015-08-07,19:22:44
1374,10001409,9122 Salaş Bluz,Bluz,24.0,44.99,24.0,49.99,2015-08-07,19:25:37
1375,10001410,8071 Kalem Etek,Etek,10.0,24.99,10.0,29.99,2015-08-07,19:26:16
1377,10001412,15081 Süet Büstiyer,Büstiyer,15.0,29.99,15.0,34.99,2015-08-07,19:28:42
1378,10001414,4896 Elbise,Elbise,21.0,39.99,21.0,44.99,2015-08-07,19:34:14
1379,10001415,4992 Dantel Etek,Etek,15.0,29.99,15.0,34.99,2015-08-07,19:35:13
1380,10001416,4970 Elbise,Elbise,21.0,44.99,21.0,49.99,2015-08-07,19:35:59
1381,10001417,4922 Bluz,Bluz,15.0,29.99,15.0,34.99,2015-08-07,19:36:37
1382,10001418,3491 Bluz,Bluz,20.0,39.99,20.0,44.99,2015-08-08,11:52:59
1383,10001419,15002 Büstiyer,Büstiyer,12.0,24.99,12.0,27.99,2015-08-08,11:55:17
1385,10001421,Czb 9908 Omuz Taslı Bluz,Bluz,20.0,34.99,20.0,39.99,2015-08-13,11:18:33
1386,10001422,Czb 3778 Kol Dantel Gömlek,Gömlek,19.0,34.99,19.0,39.99,2015-08-13,11:20:46
1387,10001423,Czb 3794 Emp.V Yaka El,Elbise,19.0,34.99,19.0,39.99,2015-08-13,11:23:09
1388,10001424,Czb 8885 Keten Baskılı ,Bluz,13.0,24.99,13.0,27.99,2015-08-13,11:29:17
1389,10001425,Czb 3741 Kruvaze Bluz,Bluz,18.0,34.99,18.0,39.99,2015-08-13,11:32:43
1534,10001574,Jennıfer Cizgili Gömlek,Gömlek,20.0,39.99,20.0,44.99,2015-09-08,11:29:38
1391,10001427,Czb 8956 Suet Yelek,Yelek,18.0,34.99,18.0,39.99,2015-08-14,11:12:46
1394,10001431,1045 ATLET,Atlet,12.0,24.99,12.0,27.49,2015-08-22,08:29:43
1395,10001432,15002 BÜSTıYER,Büstiyer,15.0,29.99,15.0,32.49,2015-08-22,08:30:49
1396,10001433,5302 ELBıSE,Elbise,15.0,34.99,15.0,39.99,2015-08-22,08:31:48
1397,10001434,5350 ELBıSE,Elbise,10.0,24.99,10.0,27.49,2015-08-22,08:42:05
1398,10001435,2600 Elbise,Elbise,28.0,54.99,28.0,59.99,2015-08-22,08:43:35
2276,10002348,2395 Payetli Tişört,TışÖRT,12.0,24.99,12.0,27.99,2016-03-26,11:09:43
1399,10001436,2946 Elbise,Elbise,25.0,44.99,25.0,49.99,2015-08-22,08:45:37
1400,10001437,2922 ELBıSE,Elbise,25.0,44.99,25.0,49.99,2015-08-22,08:48:48
1401,10001438,2801 ELBıSE,Elbise,22.0,22.0,22.0,24.99,2015-08-22,08:49:40
1403,10001440,819 Boyfriend,Kot Pantolon,30.0,64.99,30.0,69.99,2015-08-22,08:54:59
1405,10001442,2523 Gömlek,Gömlek,30.0,39.9,30.0,44.9,2015-08-22,08:57:58
1406,10001443,2522 Gömlek,Gömlek,29.0,54.99,29.0,59.99,2015-08-22,08:58:53
1407,10001444,2528 Gömlek,Gömlek,26.0,34.9,26.0,39.9,2015-08-22,09:01:38
1411,10001448,ET 8525 PRÇL SCBA ETK,Etek,14.0,29.99,14.0,34.99,2015-08-22,09:14:21
1413,10001450,2919 ELBıSE,Elbise,22.0,44.99,22.0,49.99,2015-08-22,09:21:40
1414,10001451,13768 FRMRLI UZN ETK,Etek,13.0,24.99,13.0,29.99,2015-08-22,09:24:54
1415,10001452,13797 BEL LSTKLı KRDN KMRLı,Etek,22.0,39.99,22.0,44.99,2015-08-22,09:29:48
1416,10001453,8891 DNTL ETEK BNCKLU BLUZ,Bluz,13.0,24.99,13.0,29.99,2015-08-22,09:31:32
1417,10001454,18947 ÖN BGCIKLI UZN KOL HIRKA,Hırka,13.0,24.99,13.0,29.99,2015-08-22,09:36:34
1418,10001455,18977 TRVKL.KOL.HIRK,Hırka,13.0,24.99,13.0,29.99,2015-08-22,09:38:30
1419,10001456,19878 ıKı YKLI CEPLı TRVKL KOL CEKET,Ceket,14.0,29.99,14.0,34.99,2015-08-22,09:46:42
1420,10001457,4570185 DANTELLı KLSZ YELEK,Yelek,13.0,24.99,13.0,27.5,2015-08-22,09:47:47
1421,10001458,15Y20159 BLUZ,Bluz,16.2,29.99,16.2,34.99,2015-08-22,10:11:43
1422,10001459,15y20224 Bluz,Bluz,14.04,24.99,14.04,27.5,2015-08-22,10:13:11
1529,10001569,Czb 3806 Omuz Dan.Gömlek,Gömlek,25.0,34.9,25.0,39.9,2015-09-05,10:27:51
1423,10001460,15y20248 Bluz,Bluz,16.2,29.99,16.2,34.99,2015-08-22,10:14:10
1424,10001461,15y30038 ELBıSE,Elbise,27.0,49.99,27.0,54.99,2015-08-22,10:15:57
1425,10001462,15Y40062 ETEK,Etek,14.0,27.5,14.0,29.99,2015-08-22,10:18:37
1426,10001463,15Y41002 GÖMLEK,Gömlek,27.0,49.99,27.0,54.99,2015-08-22,10:21:00
1427,10001464,16K20005 BLUZ,Bluz,16.2,29.99,16.2,34.99,2015-08-22,10:23:16
1428,10001465,16K20026,Bluz,16.2,29.99,16.2,34.99,2015-08-22,10:24:53
1429,10001466,16K30002 ELBıSE,Elbise,32.4,44.99,30.0,49.99,2015-08-22,10:26:45
1430,10001467,16K50021 CEKET,Ceket,24.84,49.99,23.0,54.99,2015-08-22,10:27:44
1431,10001468,15Y40062 ETEK,Etek,13.0,27.5,13.0,29.99,2015-08-22,10:29:38
1432,10001469,15Y40080 ETEK,Etek,18.0,34.99,18.0,39.99,2015-08-22,10:31:14
1433,10001470,16K40005 ETEK,Etek,15.0,29.99,15.0,34.99,2015-08-22,10:32:41
1434,10001471,16K80006 TAYT ,Tayt,18.0,34.99,18.0,39.99,2015-08-22,10:33:25
1435,10001472,KOLYE,Kolye,9.0,24.99,9.0,27.5,2015-08-22,11:12:33
1436,10001473,Kolye,Kolye,7.5,24.99,7.5,29.99,2015-08-22,13:46:30
5201,10005407,727 Önü Bağcık Pantolon,Pantolon,32.4,59.95,30.0,64.95,2018-03-30,17:26:44
1439,10001476,Taşlı Kolye,Kolye,10.0,29.99,10.0,34.99,2015-08-22,14:13:21
1442,10001479,Kolye,Kolye,15.0,34.99,15.0,39.99,2015-08-22,14:37:28
1443,10001480,Kolye,Kolye,10.0,24.99,10.0,29.99,2015-08-22,14:40:01
1444,10001481,Kolye,Kolye,15.0,34.99,15.0,39.99,2015-08-22,14:43:50
2385,10002458,Kot Y.Bel,Kot Pantolon,19.0,39.99,19.0,44.99,2016-04-16,11:24:44
1446,10001483,BONCUK KOLYE,Kolye,8.0,24.99,8.0,29.99,2015-08-22,14:51:32
1448,10001485,Taslı Kolye,Kolye,15.0,29.99,15.0,34.99,2015-08-22,15:36:35
5018,10005220,2943 Cebi Baykuş Aks Tişört,TışÖRT,18.0,34.95,18.0,39.95,2018-02-09,17:37:56
1467,10001505,Gömlek,Gömlek,17.5,29.9,17.5,34.9,2015-09-03,17:30:22
1469,10001507,1518 Bluz,Bluz,16.0,29.99,16.0,34.99,2015-09-03,17:32:10
1470,10001508,Kumaş Pantalon,KUMAş PANTOLON,27.0,49.99,27.0,54.99,2015-09-03,17:33:38
2647,10002731,Bol Pantolon,Pantolon,23.0,49.99,23.0,54.99,2016-06-24,14:17:39
1472,10001510,Elbise-gömlek,Elbise,26.0,49.99,26.0,54.99,2015-09-03,17:37:02
1473,10001511,Zara Etek,Etek,15.0,29.99,15.0,34.99,2015-09-03,17:43:43
1474,10001512,Petek Kumaş Ceket,Ceket,25.0,44.99,25.0,49.99,2015-09-03,17:44:57
1475,10001513,Zara Model Ceket,Ceket,32.0,64.99,32.0,69.99,2015-09-03,17:46:44
1476,10001514,Uzun Elbise,Elbise,30.0,54.99,30.0,59.99,2015-09-03,17:50:31
1477,10001515,2929 Elbise,Elbise,25.0,49.99,25.0,54.99,2015-09-03,17:54:03
1650,10001693,Orfeo Ceket,Ceket,15.0,24.9,15.0,29.9,2015-09-27,17:49:53
1478,10001516,2972 Bluz,Bluz,22.0,39.99,22.0,44.99,2015-09-03,17:54:56
1479,10001517,Dört Cep Kot Ceket,Ceket,28.0,54.99,28.0,59.99,2015-09-03,17:56:19
1483,10001521,Desenli Elbise,Elbise,12.0,24.99,12.0,27.5,2015-09-03,18:10:21
1484,10001522,Güpürlü Elbise,Elbise,16.0,34.99,16.0,39.99,2015-09-03,18:12:15
1485,10001523,Elbise,Elbise,10.0,24.99,10.0,27.5,2015-09-03,18:13:06
1486,10001524,Omuz Açık Elbise,Elbise,16.0,34.99,16.0,39.99,2015-09-03,18:14:28
1487,10001525,11167 Gömlek,Gömlek,19.0,39.99,19.0,44.99,2015-09-03,18:17:06
1488,10001526,11191 Gömlek Elbise,Elbise,25.0,49.99,25.0,54.99,2015-09-03,18:18:14
1489,10001527,Viskon Etek,Etek,15.0,27.5,15.0,29.99,2015-09-03,18:20:36
5203,10005409,475 Keten Pantolon,Pantolon,36.72,69.95,34.0,74.95,2018-03-30,17:32:17
1491,10001529,Büstiyer,Büstiyer,13.0,24.99,13.0,29.99,2015-09-03,18:27:04
1492,10001530,Tulum,Tulum,18.0,39.99,18.0,44.99,2015-09-03,18:27:59
1493,10001531,Bluz,Bluz,15.0,29.99,15.0,34.99,2015-09-03,18:28:46
1494,10001532,Gömlek,Gömlek,20.0,34.99,20.0,39.99,2015-09-03,18:30:39
1652,10001695,Deri ceket,Ceket,35.0,49.99,35.0,54.99,2015-09-28,17:06:03
1495,10001533,2381 Gömlek,Gömlek,23.0,39.99,23.0,44.99,2015-09-03,18:32:58
1496,10001534,2479 GÖMLEK,Gömlek,22.0,37.5,22.0,39.99,2015-09-03,18:34:08
1497,10001535,2503 GÖMLEK,Gömlek,22.0,37.5,22.0,39.99,2015-09-03,18:36:22
2338,10002411,100892 Pileli Penye Etek,Etek,11.0,22.5,11.0,24.99,2016-04-14,21:00:43
1498,10001536,2489 GÖMLEK,Gömlek,22.0,37.5,22.0,39.99,2015-09-03,18:37:14
1501,10001540,0313 GÖMLEK ELBıSE,Elbise,13.0,24.99,13.0,27.5,2015-09-03,18:44:25
1502,10001541,0213 TUNıK,Bluz,15.0,29.99,15.0,34.99,2015-09-03,18:45:31
1503,10001542,0302 NUBUK YELEK,Yelek,15.0,29.99,15.0,34.99,2015-09-03,18:46:21
1504,10001543,0278 ELBıSE,Elbise,16.0,29.99,16.0,34.99,2015-09-03,18:47:03
1506,10001545,Uzun Etek,Etek,14.99,30.0,14.99,34.99,2015-09-04,09:35:47
1507,10001546,Kısa Etek,Etek,14.99,30.0,14.99,34.99,2015-09-04,09:37:32
1508,10001547,Taslı Gömlek,Gömlek,24.99,49.99,24.99,54.99,2015-09-04,09:40:22
1509,10001548,Cizgili Gömlek,Gömlek,19.99,39.99,19.99,44.99,2015-09-04,09:45:15
1510,10001549,Salaş Gömlek,Gömlek,19.99,39.99,19.99,44.99,2015-09-04,09:47:18
1511,10001550,Omuz Islemeli Gömlek,Gömlek,24.99,49.99,24.99,54.99,2015-09-04,09:48:17
1512,10001551,Santel Gömlek,Gömlek,14.99,29.99,14.99,34.99,2015-09-04,09:49:40
1513,10001552,Desenli Gömlek,Gömlek,19.99,39.99,19.99,44.99,2015-09-04,09:50:42
1514,10001553,Kelebekli Gömlek,Gömlek,14.99,29.99,14.99,34.99,2015-09-04,09:51:52
1515,10001555,Gömlek,Gömlek,14.99,29.99,14.99,34.99,2015-09-04,09:54:06
1516,10001556,Dantel Gömlek,Gömlek,24.99,49.99,24.99,54.99,2015-09-04,09:54:55
1517,10001557,Kolsuz Gömlek,Gömlek,19.99,39.99,19.99,44.99,2015-09-04,09:56:02
1518,10001558,Kolsuz Gömlek,Gömlek,14.99,34.99,14.99,39.99,2015-09-04,09:58:15
1519,10001559,Salas Gömlek,Gömlek,17.99,34.99,17.99,39.99,2015-09-04,10:01:21
1554,10001594,Atex Tayt,Tayt,13.0,29.99,13.0,34.99,2015-09-16,23:06:45
1520,10001560,Kakao Dantel Gömlek,Gömlek,24.99,49.99,24.99,54.99,2015-09-04,10:03:09
1521,10001561,Kolsuz Gmlek,Gömlek,14.99,29.99,14.99,34.99,2015-09-04,10:04:27
1522,10001562,Salas Gömlek,Gömlek,14.99,29.99,14.99,34.99,2015-09-04,10:06:42
1635,10001677,2403 PAT.GÖMLEK,Gömlek,23.0,39.99,23.0,44.99,2015-09-21,12:09:52
1523,10001563,Bebe Elbise,Elbise,29.0,59.99,29.0,64.99,2015-09-04,10:08:26
5279,10005487,Yıkamalı Mom Jeans,Kot Pantolon,28.0,59.95,28.0,64.95,2018-04-14,12:06:17
1526,10001566,Penye Elbise,Elbise,14.99,29.99,14.99,34.99,2015-09-04,10:11:21
1527,10001567,Leopar Uzun Elbise,Elbise,20.0,39.99,20.0,44.99,2015-09-04,11:12:32
2963,10003071,7084 Kırcıllı Cepli Hırka,Hırka,16.0,34.99,16.0,39.99,2016-09-23,14:06:18
2476,10002554,ıpli Atlet Bluz,Bluz,17.0,34.99,17.0,39.99,2016-05-19,16:56:25
5016,10005218,2927 Never Baskılı Kuğu,TışÖRT,16.0,29.95,16.0,34.95,2018-02-09,17:35:59
1531,10001571,CZB 8975 ÇıÇEKLı BLUZ,Bluz,17.0,34.99,17.0,39.99,2015-09-05,10:30:29
1532,10001572,CZB 8982 SUET YELEK ,Yelek,12.0,24.99,12.0,29.99,2015-09-05,10:32:42
1533,10001573,CZB 0274 HIRKA ,Hırka,20.0,34.99,20.0,39.99,2015-09-05,10:33:36
1535,10001575,Jennıfer Ekose Gömlek,Gömlek,20.0,39.99,20.0,44.99,2015-09-08,11:33:35
1789,10001836,5015 Skkny Kemerli Jean,Kot Pantolon,32.4,64.99,32.4,69.99,2015-11-04,18:25:43
1537,10001577,ıspanyol Paca Yırtık,Kot,23.0,49.99,23.0,54.99,2015-09-08,12:31:23
5019,10005221,2940 Yırtmaçlı Basic,TışÖRT,12.0,24.95,12.0,27.45,2018-02-09,17:38:46
5015,10005217,2885 Never Baskılı Tişört,TışÖRT,13.0,24.95,13.0,27.95,2018-02-09,17:35:05
5055,10005257,1482 Tişört,TışÖRT,12.0,24.95,12.0,29.95,2018-02-23,11:25:24
1548,10001588,Kolye,Kolye,12.5,30.0,12.5,32.99,2015-09-13,15:30:14
1551,10001591,Kolye,Kolye,15.0,29.99,15.0,34.99,2015-09-13,15:36:26
1556,10001596,Atex Krem Bluz,Bluz,15.0,29.99,15.0,34.99,2015-09-16,23:13:51
1557,10001598,Atex Yeşil Bluz,Bluz,9.0,24.99,9.0,27.5,2015-09-16,23:15:13
1558,10001599,Atex Kalem Etek,Etek,10.0,24.99,10.0,27.5,2015-09-16,23:16:55
1559,10001600,Atex Siyah Elbise Kısa,Elbise,20.0,44.99,20.0,49.99,2015-09-16,23:18:00
1560,10001601,Topshop Büstiyer,Büstiyer,10.0,24.99,10.0,27.5,2015-09-16,23:18:55
1561,10001602,2406 Gömlek,Gömlek,23.0,39.99,23.0,44.99,2015-09-16,23:20:48
2860,10002960,Ceket,Ceket,16.0,34.99,16.0,39.99,2016-08-23,19:11:52
1562,10001603,2506 Gömlek,Gömlek,28.0,49.99,28.0,54.99,2015-09-16,23:21:41
1563,10001604,ESQ KAşKARSE ELBıSE,Elbise,14.0,29.99,14.0,34.99,2015-09-16,23:25:30
5014,10005216,2895 şeritli Pantolon,Pantolon,30.0,59.95,30.0,64.95,2018-02-09,17:34:05
2078,10002141,2298 Triko V Yaka Elbise Tunik,Elbise,15.0,49.99,15.0,54.99,2015-12-29,20:03:42
1567,10001608,2950 SÜET YELEK,Yelek,26.0,49.99,26.0,54.99,2015-09-16,23:42:09
1568,10001609,11224 DESENLı GÖMLEK,Gömlek,20.0,29.9,20.0,34.9,2015-09-16,23:52:39
1570,10001611,KISA GÖMLEK,Gömlek,26.0,49.99,26.0,54.99,2015-09-16,23:57:18
1571,10001612,11226 ELBıSE,Elbise,25.0,49.99,25.0,54.99,2015-09-16,23:58:14
1572,10001613,ıSPANYOL ÇıZGıLı,Tayt,13.0,29.99,13.0,34.99,2015-09-16,23:59:57
1573,10001614,KOL DESENLı CEKET,Ceket,25.0,54.99,25.0,59.99,2015-09-17,00:02:23
1574,10001615,207 BLUZ,Bluz,13.0,29.99,13.0,34.99,2015-09-17,00:08:00
1575,10001616,540 HIRKA,Hırka,14.0,29.99,14.0,34.99,2015-09-17,00:08:54
1576,10001617,552 GÖMLEK,Gömlek,17.0,34.99,17.0,39.99,2015-09-17,00:09:38
1577,10001618,TULUM,Tulum,18.0,39.99,18.0,44.99,2015-09-17,00:10:54
1578,10001619,VıSKON ELBıSE,Elbise,17.0,34.99,17.0,39.99,2015-09-17,00:12:30
1579,10001620,CEPLı UZUN ELB.,Elbise,20.0,39.99,20.0,44.99,2015-09-17,00:14:02
1580,10001621,VıSKON ELBıSE,Elbise,17.0,34.99,17.0,39.99,2015-09-17,00:15:16
1581,10001622,KUMAş PANTALON,KUMAş PANTOLON,27.0,49.99,27.0,54.99,2015-09-17,00:17:08
1583,10001624,HIRKA,Hırka,12.0,24.99,12.0,27.5,2015-09-17,00:22:47
1584,10001625,4014 TRıKO,Sweat,15.0,29.99,15.0,34.99,2015-09-17,00:24:40
1585,10001626,2000 UZUN şıFON GÖMLEK,Gömlek,20.0,39.99,20.0,44.99,2015-09-17,00:26:07
1876,10001931,2001 Deri Ceket,Deri Ceket,75.0,134.99,75.0,139.99,2015-11-21,12:33:00
1586,10001627,YEşıL SıMLı BLUZ,Bluz,15.0,34.99,15.0,39.99,2015-09-17,00:27:34
1587,10001628,MANGO PÜSKÜLLÜ,Yelek,20.0,39.99,20.0,44.99,2015-09-17,00:28:58
